"V1","Family","ESV","Class","Resource","c_ia","Treatment"
14,"F0","S14","T0","R0",0.111911848877286,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
15,"F0","S15","T0","R0",0.405878598567841,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
16,"F0","S16","T0","R0",0.670478152271918,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
17,"F0","S17","T0","R0",0.344578310005087,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
18,"F0","S18","T0","R0",0.953375661547064,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
19,"F0","S19","T0","R0",1.39668770998483,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
20,"F1","S20","T0","R0",1.85185967104023e-07,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
21,"F1","S21","T0","R0",0.000274932566423423,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
22,"F1","S22","T0","R0",0.00295980542896445,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
23,"F1","S23","T0","R0",0.00562786240772207,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
24,"F1","S24","T0","R0",3.26883118216371e-06,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
25,"F1","S25","T0","R0",0.12601358430505,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
26,"F1","S26","T0","R0",6.03162587112528e-12,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
27,"F1","S27","T0","R0",4.79266638100281e-14,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
28,"F1","S28","T0","R0",2.35192001383487e-07,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
29,"F1","S29","T0","R0",0.0396618278204678,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
30,"F1","S30","T0","R0",4.22305171673668e-09,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
31,"F1","S31","T0","R0",9.45376965477915e-07,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
32,"F1","S32","T0","R0",2.04002384144116e-51,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
33,"F1","S33","T0","R0",1.35735737318217e-27,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
34,"F1","S34","T0","R0",1.10506475409219e-05,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
35,"F1","S35","T0","R0",3.04402496484056e-18,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
36,"F1","S36","T0","R0",1.96953042253724e-11,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
37,"F1","S37","T0","R0",1.35036073518116e-11,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
38,"F1","S38","T0","R0",7.02970646758632e-08,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
39,"F1","S39","T0","R0",5.88463656223376e-10,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
40,"F0","S0","T0","R1",0.366839447534457,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
41,"F0","S1","T0","R1",0.541203900418724,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
42,"F0","S2","T0","R1",0.923118634880456,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
43,"F0","S3","T0","R1",1.4323361726588,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
44,"F0","S4","T0","R1",0.739201994447983,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
45,"F0","S5","T0","R1",0.0735591980362911,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
46,"F0","S6","T0","R1",0.640559668027783,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
47,"F0","S7","T0","R1",1.56035539516875,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
48,"F0","S8","T0","R1",1.02491312595879,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
49,"F0","S9","T0","R1",0.153643903110438,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
50,"F0","S10","T0","R1",0.161073812315095,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
51,"F0","S11","T0","R1",0.357150625321233,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
52,"F0","S12","T0","R1",0.425155058149437,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
53,"F0","S13","T0","R1",0.140763965004033,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
54,"F0","S14","T0","R1",0.367346502473635,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
55,"F0","S15","T0","R1",0.629950171057717,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
56,"F0","S16","T0","R1",0.0551430468030405,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
57,"F0","S17","T0","R1",0.654372397837619,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
58,"F0","S18","T0","R1",1.67456215463375,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
59,"F0","S19","T0","R1",0.875040230888101,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
60,"F1","S20","T0","R1",8.15883725573704e-11,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
61,"F1","S21","T0","R1",3.2861334691943e-25,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
62,"F1","S22","T0","R1",0.0195235196444605,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
63,"F1","S23","T0","R1",1.23631186442104e-05,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
64,"F1","S24","T0","R1",0.132746730660925,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
65,"F1","S25","T0","R1",9.21177506933356e-31,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
66,"F1","S26","T0","R1",0.00633964036381187,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
67,"F1","S27","T0","R1",3.39941065170285e-12,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
68,"F1","S28","T0","R1",5.91309439196277e-12,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
69,"F1","S29","T0","R1",1.72583338658693e-40,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
70,"F1","S30","T0","R1",1.24411652240946e-08,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
71,"F1","S31","T0","R1",9.53811775846275e-10,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
72,"F1","S32","T0","R1",6.50717957362433e-09,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
73,"F1","S33","T0","R1",5.50817006288798e-06,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
74,"F1","S34","T0","R1",1.55488947682077e-28,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
75,"F1","S35","T0","R1",8.9794211676232e-05,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
76,"F1","S36","T0","R1",8.76751700518743e-29,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
77,"F1","S37","T0","R1",5.14259286413891e-19,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
78,"F1","S38","T0","R1",0.0156619473796313,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
79,"F1","S39","T0","R1",1.27467433842566e-10,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
80,"F0","S0","T0","R2",0.294803335962585,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
81,"F0","S1","T0","R2",0.589331254702349,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
82,"F0","S2","T0","R2",1.12105962050838,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
83,"F0","S3","T0","R2",4.96582624793881,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
84,"F0","S4","T0","R2",0.24032170492207,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
85,"F0","S5","T0","R2",2.11851712322897,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
86,"F0","S6","T0","R2",0.539553804865252,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
87,"F0","S7","T0","R2",0.182736292121586,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
88,"F0","S8","T0","R2",2.68195321230702,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
89,"F0","S9","T0","R2",1.40020986997623,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
90,"F0","S10","T0","R2",0.725546658309847,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
91,"F0","S11","T0","R2",0.462146014685944,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
92,"F0","S12","T0","R2",4.2928801630479,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
93,"F0","S13","T0","R2",0.344256660077854,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
94,"F0","S14","T0","R2",2.46059278091661,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
95,"F0","S15","T0","R2",0.830016699938111,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
96,"F0","S16","T0","R2",2.30896464425851,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
97,"F0","S17","T0","R2",0.185594881134373,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
98,"F0","S18","T0","R2",1.70838577563723,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
99,"F0","S19","T0","R2",0.24375772776096,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
100,"F1","S20","T0","R2",0.000105010537473738,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
101,"F1","S21","T0","R2",1.36363580455214e-07,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
102,"F1","S22","T0","R2",1.58392339095498e-10,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
103,"F1","S23","T0","R2",7.96915813791531e-11,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
104,"F1","S24","T0","R2",0.000219271875880016,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
105,"F1","S25","T0","R2",0.018758198400722,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
106,"F1","S26","T0","R2",1.69267139478844e-05,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
107,"F1","S27","T0","R2",9.81421880514229e-23,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
108,"F1","S28","T0","R2",0.014955744116669,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
109,"F1","S29","T0","R2",0.0016906669173426,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
110,"F1","S30","T0","R2",4.94103306683139e-13,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
111,"F1","S31","T0","R2",0.000859335406450643,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
112,"F1","S32","T0","R2",0.0020145420064966,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
113,"F1","S33","T0","R2",1.24384463456491e-21,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
114,"F1","S34","T0","R2",0.373791750648824,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
115,"F1","S35","T0","R2",0.00952637789075993,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
116,"F1","S36","T0","R2",0.0599034691188071,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
117,"F1","S37","T0","R2",6.68149818164787e-05,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
118,"F1","S38","T0","R2",0.0042678856638679,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
119,"F1","S39","T0","R2",0.0502091334893753,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
120,"F0","S0","T0","R3",0.96731289936564,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
121,"F0","S1","T0","R3",0.420495645716293,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
122,"F0","S2","T0","R3",0.699439505356774,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
123,"F0","S3","T0","R3",1.91067623544191,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
124,"F0","S4","T0","R3",0.942661854942192,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
125,"F0","S5","T0","R3",1.97741520636998,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
126,"F0","S6","T0","R3",0.389955700844421,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
127,"F0","S7","T0","R3",0.109666675265865,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
128,"F0","S8","T0","R3",0.11661169305603,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
129,"F0","S9","T0","R3",0.660370304577445,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
130,"F0","S10","T0","R3",1.21874433201169,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
131,"F0","S11","T0","R3",1.64282079742073,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
132,"F0","S12","T0","R3",0.0213837716066002,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
133,"F0","S13","T0","R3",0.360360645650532,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
134,"F0","S14","T0","R3",0.0806877454848777,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
135,"F0","S15","T0","R3",1.56377628061146,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
136,"F0","S16","T0","R3",0.340805594898515,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
137,"F0","S17","T0","R3",2.08760896266738,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
138,"F0","S18","T0","R3",0.67406594060281,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
139,"F0","S19","T0","R3",0.0796976531809394,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
140,"F1","S20","T0","R3",4.99391161484064e-10,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
141,"F1","S21","T0","R3",3.8008741078597e-08,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
142,"F1","S22","T0","R3",0.000843316242662873,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
143,"F1","S23","T0","R3",1.57683644188866e-11,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
144,"F1","S24","T0","R3",0.000144142151521401,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
145,"F1","S25","T0","R3",7.97487286079671e-06,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
146,"F1","S26","T0","R3",8.80372299211699e-11,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
147,"F1","S27","T0","R3",3.91717406308285e-07,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
148,"F1","S28","T0","R3",6.6555604112562e-13,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
149,"F1","S29","T0","R3",6.56720375173106e-11,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
150,"F1","S30","T0","R3",0.00566593086503439,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
151,"F1","S31","T0","R3",1.58212755658705e-18,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
152,"F1","S32","T0","R3",2.49252497264364e-09,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
153,"F1","S33","T0","R3",0.00441426026911327,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
154,"F1","S34","T0","R3",1.11798885179558,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
155,"F1","S35","T0","R3",2.04940891014069e-25,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
156,"F1","S36","T0","R3",2.97298590570926e-18,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
157,"F1","S37","T0","R3",7.8135018190603e-17,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
158,"F1","S38","T0","R3",2.03859654157228e-09,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
159,"F1","S39","T0","R3",0.0181330532961147,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
160,"F0","S0","T0","R4",3.10915651362154,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
161,"F0","S1","T0","R4",0.425984449266601,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
162,"F0","S2","T0","R4",1.11404759863954,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
163,"F0","S3","T0","R4",2.29634978682468,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
164,"F0","S4","T0","R4",0.627158071307134,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
165,"F0","S5","T0","R4",0.749768811389983,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
166,"F0","S6","T0","R4",0.603833933956559,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
167,"F0","S7","T0","R4",0.276758267603717,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
168,"F0","S8","T0","R4",1.04114762135749,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
169,"F0","S9","T0","R4",0.972735549142581,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
170,"F0","S10","T0","R4",2.60795542888438,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
171,"F0","S11","T0","R4",1.75192294261213,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
172,"F0","S12","T0","R4",0.0104097849654654,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
173,"F0","S13","T0","R4",3.31688611557911,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
174,"F0","S14","T0","R4",0.384674199069729,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
175,"F0","S15","T0","R4",0.128801584784805,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
176,"F0","S16","T0","R4",0.431933925631848,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
177,"F0","S17","T0","R4",1.83553930470191,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
178,"F0","S18","T0","R4",0.186490457311778,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
179,"F0","S19","T0","R4",0.692924725151087,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
180,"F1","S20","T0","R4",1.22935282571293e-19,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
181,"F1","S21","T0","R4",1.52217950313479e-05,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
182,"F1","S22","T0","R4",0.000100729863050441,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
183,"F1","S23","T0","R4",0.23732021369762,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
184,"F1","S24","T0","R4",0.0111978919169279,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
185,"F1","S25","T0","R4",0.0107996442580807,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
186,"F1","S26","T0","R4",0.0022148971054438,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
187,"F1","S27","T0","R4",0.0758088456590907,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
188,"F1","S28","T0","R4",3.37118861811385e-06,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
189,"F1","S29","T0","R4",5.12097407336488e-20,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
190,"F1","S30","T0","R4",4.47883436039961e-07,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
191,"F1","S31","T0","R4",7.19359593568611e-06,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
192,"F1","S32","T0","R4",0.635736547276946,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
193,"F1","S33","T0","R4",0.291814490134774,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
194,"F1","S34","T0","R4",0.281617168061295,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
195,"F1","S35","T0","R4",1.20485477930474e-26,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
196,"F1","S36","T0","R4",3.40871493659716e-06,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
197,"F1","S37","T0","R4",0.0595993594003468,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
198,"F1","S38","T0","R4",0.091552408986342,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
199,"F1","S39","T0","R4",8.09593011288199e-14,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
200,"F0","S0","T0","R5",0.148974160680326,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
201,"F0","S1","T0","R5",0.413153275618277,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
202,"F0","S2","T0","R5",0.688617050771592,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
203,"F0","S3","T0","R5",1.90634926783255,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
204,"F0","S4","T0","R5",0.744593623726236,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
205,"F0","S5","T0","R5",1.88962533787697,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
206,"F0","S6","T0","R5",1.01183253981686,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
207,"F0","S7","T0","R5",0.288830913532922,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
208,"F0","S8","T0","R5",0.584166362279378,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
209,"F0","S9","T0","R5",2.34735381857567,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
210,"F0","S10","T0","R5",0.0738045772958969,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
211,"F0","S11","T0","R5",0.119262650517367,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
212,"F0","S12","T0","R5",1.92988241643307,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
213,"F0","S13","T0","R5",0.606009623150803,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
214,"F0","S14","T0","R5",1.04382660564135,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
215,"F0","S15","T0","R5",0.537553451898358,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
216,"F0","S16","T0","R5",2.3222615961619,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
217,"F0","S17","T0","R5",0.191184057571932,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
218,"F0","S18","T0","R5",1.28197264917014,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
219,"F0","S19","T0","R5",0.0300386121933779,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
220,"F1","S20","T0","R5",0.000107367834017099,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
221,"F1","S21","T0","R5",5.53359816008924e-06,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
222,"F1","S22","T0","R5",0.000320655676066479,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
223,"F1","S23","T0","R5",1.06707304884034e-16,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
224,"F1","S24","T0","R5",4.07203713293263e-26,"atop(""Specialisation on S"", paste(q[A] == 0, "" and "", q[S] == 0.9))"
