"Inoculum","Family","CS_duo","CS_type_duo","CS1","CS2","ab_obs_mean","ab_obs_se","ab_pred_mean","ab_pred_se"
2,"Sphingobacteriaceae","glucose_glutamine","SA","glucose","glutamine",0.00023193925,0.000153847294384927,7.42061375e-05,2.11937120404219e-05
2,"Sphingobacteriaceae","glucose_glycerol","SS","glucose","glycerol",0.000371092,0.000125615235818882,0,0
2,"Sphingobacteriaceae","glucose_glycine","SA","glucose","glycine",0.000371092,5.35625165235291e-05,0.0124036706666667,0.00277384852835411
2,"Sphingobacteriaceae","glucose_ribose","SS","glucose","ribose",0.0012524355,0.0007885705,0,0
2,"Sphingobacteriaceae","succinate_benzoate","AA","succinate","benzoate",0.05090917525,0.00923113533558834,0.0106391324375,0.00220719905257798
2,"Sphingobacteriaceae","succinate_cellobiose","SA","succinate","cellobiose",0.000340167666666667,3.09243333333333e-05,0,0
2,"Sphingobacteriaceae","succinate_fructose","SA","succinate","fructose",0.00171630025,0.00071109134602541,0,0
2,"Sphingobacteriaceae","succinate_fumarate","AA","succinate","fumarate",0.014031914,0.00572284439213827,0.0074519568125,0.00129269191415437
2,"Sphingobacteriaceae","succinate_glutamine","AA","succinate","glutamine",4.63865e-05,4.63865e-05,7.1012125e-05,2.04383864092963e-05
2,"Sphingobacteriaceae","succinate_glycerol","SA","succinate","glycerol",0.000231946,0.000139146,0,0
2,"Sphingobacteriaceae","succinate_glycine","AA","succinate","glycine",0.000216470333333333,0.000216470333333333,0.0117914040833333,0.00267962234107132
2,"Sphingobacteriaceae","succinate_ribose","SA","succinate","ribose",0.0003247055,4.63865e-05,0,0
2,"Sphingomonadaceae","glucose_benzoate","SA","glucose","benzoate",0,0,7.66661e-05,7.88013977395978e-07
2,"Sphingomonadaceae","succinate_benzoate","AA","succinate","benzoate",0,0,7.2746375e-05,3.16384873869458e-06
2,"Staphylococcaceae","succinate_glycine","AA","succinate","glycine",0.001020503,0,0,0
2,"Xanthomonadaceae","glucose_benzoate","SA","glucose","benzoate",0.00044067175,0.000148509261219839,0,0
2,"Xanthomonadaceae","glucose_fructose","SS","glucose","fructose",0.003154281,0,0,0
2,"Xanthomonadaceae","glucose_fumarate","SA","glucose","fumarate",0.0111559515,0.00124027854852546,0.0055905724375,0.00143463430662324
2,"Xanthomonadaceae","glucose_glycerol","SS","glucose","glycerol",0.000247403666666667,0.000111493029304277,0,0
2,"Xanthomonadaceae","glucose_glycine","SA","glucose","glycine",6.18486666666667e-05,6.18486666666667e-05,0.00199160333333333,0.000127037298631408
2,"Xanthomonadaceae","glucose_ribose","SS","glucose","ribose",0.000208746,0.000102852837394827,2.4347575e-05,1.08901934285718e-05
2,"Xanthomonadaceae","succinate_benzoate","AA","succinate","benzoate",0.00391965925,0.000989367247272331,0.0002845614375,8.44874124956872e-05
2,"Xanthomonadaceae","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.000413723375,6.00590494236825e-05
2,"Xanthomonadaceae","succinate_fructose","SA","succinate","fructose",0.0001855595,6.55940536043474e-05,0.0002059855625,6.05440331902443e-05
2,"Xanthomonadaceae","succinate_fumarate","AA","succinate","fumarate",0.0075609985,0.00421368796528157,0.0055456215625,0.00139210783073245
2,"Xanthomonadaceae","succinate_glutamine","AA","succinate","glutamine",4.63865e-05,4.63865e-05,0.0002062974375,6.0573202016236e-05
2,"Xanthomonadaceae","succinate_glycerol","SA","succinate","glycerol",2.32e-05,2.32e-05,0.0002223774375,6.52564395801907e-05
2,"Xanthomonadaceae","succinate_glycine","AA","succinate","glycine",0,0,0.00213553358333333,0.00017218650824577
2,"Xanthomonadaceae","succinate_ribose","SA","succinate","ribose",0.00057983125,0.00057983125,0.00023273993125,6.26083279403645e-05
