"Inoculum","Genus","CS_duo","CS_type_duo","CS1","CS2","ab_obs_mean","ab_obs_se","ab_pred_mean","ab_pred_se"
1,"Taibaiella","succinate_glutamine","AA","succinate","glutamine",0,0,9.5023825e-05,2.32637609397642e-06
1,"Taibaiella","succinate_glycerol","SA","succinate","glycerol",2.32e-05,2.32e-05,2.5277125e-05,1.13045749012937e-05
1,"Taibaiella","succinate_glycine","AA","succinate","glycine",0,0,0.000110653216666667,1.58174146614508e-05
1,"Taibaiella","succinate_ribose","SA","succinate","ribose",0,0,0.00010203975,1.75488026063509e-06
1,"Xanthomonadaceae","succinate_fructose","SA","succinate","fructose",0.000278319,0,0,0
2,"Achromobacter","glucose_cellobiose","SS","glucose","cellobiose",0,0,9.472125e-05,8.43924295084184e-07
2,"Achromobacter","glucose_fumarate","SA","glucose","fumarate",0,0,0.0012121861875,0.000102848421296027
2,"Achromobacter","glucose_glycine","SA","glucose","glycine",0.000185546,0.000185546,0.0119477828333333,0.00321102610691331
2,"Achromobacter","succinate_benzoate","AA","succinate","benzoate",0.000185546,0.000185546,4.5232e-05,2.04429288449168e-05
2,"Achromobacter","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.000127135985714286,1.92084371131223e-05
2,"Achromobacter","succinate_fructose","SA","succinate","fructose",0,0,0.00013144125,2.79741018250214e-06
2,"Achromobacter","succinate_fumarate","AA","succinate","fumarate",0.00176268675,0.00176268675,0.00119372425,0.000103604253053084
2,"Achromobacter","succinate_glutamine","AA","succinate","glutamine",0,0,0.00013164,1.0955373871606e-06
2,"Achromobacter","succinate_glycerol","SA","succinate","glycerol",0,0,0.000141802,1.12335657740541e-06
2,"Achromobacter","succinate_glycine","AA","succinate","glycine",0,0,0.0151933036666667,0.0032124901703478
2,"Achromobacter","succinate_ribose","SA","succinate","ribose",0,0,0.0001336365,1.053611606175e-06
2,"Acinetobacter","glucose_benzoate","SA","glucose","benzoate",0.0048473885,0.00124719871922063,0.0592859736875,0.019856508053657
2,"Acinetobacter","glucose_cellobiose","SS","glucose","cellobiose",0.00037109875,0.000119764199541137,0.00197425875,0.000239990673432367
2,"Acinetobacter","glucose_fructose","SS","glucose","fructose",0.00132201525,0.000201750170543247,0.001648422625,0.000239984610384376
2,"Acinetobacter","glucose_fumarate","SA","glucose","fumarate",0.2520410055,0.00720981746228927,0.0477959981875,0.00749535813048343
2,"Acinetobacter","glucose_glutamine","SA","glucose","glutamine",0.010761666,0.00448408094911665,0.25667870075,0.00430208176136755
2,"Acinetobacter","glucose_glycerol","SS","glucose","glycerol",0.00357176,0.000935045461733902,0.00114401325,0.000229076065748412
2,"Acinetobacter","glucose_glycine","SA","glucose","glycine",0.002504871,0.000983277097477783,0.001671011,0.000293928451654764
2,"Acinetobacter","glucose_ribose","SS","glucose","ribose",0.002342518,0.000983550347641729,0.0016933705,0.000219398116602008
2,"Acinetobacter","succinate_benzoate","AA","succinate","benzoate",0.02096669475,0.016187711803702,0.3115210568125,0.0202926032517977
2,"Acinetobacter","succinate_cellobiose","SA","succinate","cellobiose",0.00194823275,0.000468480438286448,0.1920000111875,0.00863706003449195
2,"Acinetobacter","succinate_fructose","SA","succinate","fructose",0.00545041975,0.00116882114317193,0.19093218425,0.00866002332507988
2,"Acinetobacter","succinate_fumarate","AA","succinate","fumarate",0.43754058825,0.13695660521958,0.2028738246875,0.00938384284567764
2,"Acinetobacter","succinate_glutamine","AA","succinate","glutamine",0.36840152175,0.0428568513824418,0.4351829943125,0.00483592591530417
2,"Acinetobacter","succinate_glycerol","SA","succinate","glycerol",0.0019250465,0.000345832944518135,0.204496242,0.00878355263273764
2,"Acinetobacter","succinate_glycine","AA","succinate","glycine",0.533908526,0.0132918145691946,0.220356482166667,0.0105814467314472
2,"Acinetobacter","succinate_ribose","SA","succinate","ribose",0.005334447,0.00367469653586166,0.1939665699375,0.00858931246518516
2,"Aeromonas","glucose_benzoate","SA","glucose","benzoate",0.00013916625,0.000110421011613412,6.87541625e-05,2.5463173374853e-05
2,"Aeromonas","glucose_cellobiose","SS","glucose","cellobiose",0,0,9.9696725e-05,8.38710201614162e-07
2,"Aeromonas","glucose_fructose","SS","glucose","fructose",0,0,4.88201e-05,4.20917301853939e-07
2,"Aeromonas","glucose_fumarate","SA","glucose","fumarate",9.2773e-05,9.2773e-05,8.17228125e-05,3.65516568498405e-05
2,"Aeromonas","glucose_glutamine","SA","glucose","glutamine",0.00039428525,0.000308566122029886,0.00012348525,3.31716112700931e-05
2,"Aeromonas","succinate_benzoate","AA","succinate","benzoate",0.00141478825,0.00030151225,0.000259928075,4.29231139794823e-05
2,"Aeromonas","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.000203796292307692,2.19606708682335e-05
2,"Aeromonas","succinate_fructose","SA","succinate","fructose",0.0006957975,0.000258269101616415,0.000152799675,2.53710076779374e-05
2,"Aeromonas","succinate_fumarate","AA","succinate","fumarate",0.000394292,0.000205271152729343,0.0001940342,4.23763569785087e-05
2,"Aeromonas","succinate_glutamine","AA","succinate","glutamine",0.0003247055,0.0003247055,0.0002595028125,4.14664189591227e-05
2,"Aeromonas","succinate_glycerol","SA","succinate","glycerol",0,0,0.00020312425,1.8280929796626e-05
2,"Aeromonas","succinate_glycine","AA","succinate","glycine",0.000247394666666667,0.000247394666666667,0.000164729,3.3402753110766e-05
2,"Aeromonas","succinate_ribose","SA","succinate","ribose",0.000185546,0.000185546,0.0001435005625,2.49270105392672e-05
2,"Alcaligenes","glucose_benzoate","SA","glucose","benzoate",0.000278319,0,0,0
2,"Alcaligenes","glucose_fumarate","SA","glucose","fumarate",0.000556638,0,0,0
2,"Alcaligenes","glucose_glutamine","SA","glucose","glutamine",0.000463865,0,0,0
2,"Alcaligenes","glucose_glycine","SA","glucose","glycine",0.000834957,0,0,0
2,"Azomonas","glucose_benzoate","SA","glucose","benzoate",0.00257445025,0.00227068856286136,0.0001633399375,4.48376982307177e-05
2,"Azomonas","glucose_cellobiose","SS","glucose","cellobiose",0.000185546,0.000185546,0.00025494311875,5.43409525817156e-05
2,"Azomonas","glucose_fructose","SS","glucose","fructose",4.63865e-05,4.63865e-05,0.0001101062375,2.91189130019676e-05
2,"Azomonas","glucose_fumarate","SA","glucose","fumarate",0.0283189535,0.00516973591277528,0.180690416375,0.0281419236531263
2,"Azomonas","glucose_glutamine","SA","glucose","glutamine",0.0002319325,8.03437747852937e-05,8.583335e-05,2.68876725778918e-05
2,"Azomonas","glucose_glycerol","SS","glucose","glycerol",0.0005102515,0.000331265869800603,0.0001040771875,2.95054834010517e-05
2,"Azomonas","glucose_glycine","SA","glucose","glycine",0,0,0.000200458833333333,4.38057513647213e-05
2,"Azomonas","glucose_ribose","SS","glucose","ribose",0.0005102515,0.000331265869800603,9.901424375e-05,2.79146855415508e-05
2,"Azomonas","succinate_benzoate","AA","succinate","benzoate",0,0,0.00430809761538462,0.00104920629128587
2,"Azomonas","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.00307992407142857,0.000723903303486422
2,"Azomonas","succinate_fructose","SA","succinate","fructose",0.0005102515,0.00017965414198885,0.0025462941875,0.000677385335905699
2,"Azomonas","succinate_fumarate","AA","succinate","fumarate",0.12336487575,0.0837561468994316,0.175861229625,0.0273975524554522
2,"Azomonas","succinate_glutamine","AA","succinate","glutamine",0,0,0.00336899883333333,0.0007591192905053
2,"Azomonas","succinate_glycerol","SA","succinate","glycerol",0.00700436725,0.0065471790146826,0.0027304182875,0.000730214836425818
2,"Azomonas","succinate_glycine","AA","succinate","glycine",0.000556638,0.0002982234706832,0.00293577466666667,0.000922464887597021
2,"Azomonas","succinate_ribose","SA","succinate","ribose",0.00011596625,0.00011596625,0.002575956975,0.000687883225028067
2,"Azospirillum","glucose_fumarate","SA","glucose","fumarate",0,0,0.0021498975,0.000540391815454125
2,"Azospirillum","succinate_fumarate","AA","succinate","fumarate",0.0002319325,8.03437747852937e-05,0.00207314055625,0.000524509711258608
2,"Bacillus","succinate_glycine","AA","succinate","glycine",0.001020503,0,0,0
2,"Brucella","glucose_fumarate","SA","glucose","fumarate",0,0,0.0005118005,5.65555572410078e-05
2,"Brucella","glucose_glycine","SA","glucose","glycine",0,0,0.000333624258333333,5.99698168831122e-05
2,"Brucella","succinate_fumarate","AA","succinate","fumarate",0,0,0.00049284125,5.58856282147427e-05
2,"Brucella","succinate_glutamine","AA","succinate","glutamine",0.001020503,0,0,0
2,"Brucella","succinate_glycine","AA","succinate","glycine",0,0,0.000317362458333333,5.82196594879717e-05
2,"Chryseobacterium","glucose_fumarate","SA","glucose","fumarate",0,0,0.01864644775,0.00013349825294261
2,"Chryseobacterium","succinate_fructose","SA","succinate","fructose",9.28e-05,0,0,0
2,"Chryseobacterium","succinate_fumarate","AA","succinate","fumarate",0,0,0.01794367725,0.000838881310826446
2,"Citrobacter","glucose_benzoate","SA","glucose","benzoate",0.00327024775,0.00195608603144223,0.002175295625,0.000971408924646575
2,"Citrobacter","glucose_cellobiose","SS","glucose","cellobiose",0.012246034,0.00912859752770611,0.0044496783125,0.00145680888075346
2,"Citrobacter","glucose_fructose","SS","glucose","fructose",0.0045690695,0.0026494159776649,0.028083515625,0.0045993548783192
2,"Citrobacter","glucose_fumarate","SA","glucose","fumarate",0,0,0.00268761896,0.000817537163671795
2,"Citrobacter","glucose_glutamine","SA","glucose","glutamine",0.081964932,0.0330832611794128,0.00225617660625,0.000733522010436559
2,"Citrobacter","glucose_glycerol","SS","glucose","glycerol",0,0,0.0120657907692308,0.00341587258348328
2,"Citrobacter","glucose_glycine","SA","glucose","glycine",0.000834957,0.000834957,0.00229423158333333,0.000958280306022203
2,"Citrobacter","glucose_ribose","SS","glucose","ribose",0.001878653,0.000669397378056438,0.003798392625,0.000717683579425716
2,"Citrobacter","succinate_benzoate","AA","succinate","benzoate",0,0,0.00117072555,0.000189902057034913
2,"Citrobacter","succinate_cellobiose","SA","succinate","cellobiose",0.0051952875,0.00143773180358974,0.0032724594375,0.0012468555578512
2,"Citrobacter","succinate_fructose","SA","succinate","fructose",0.0076769645,0.00386195977505563,0.0258760298125,0.00441795939064349
2,"Citrobacter","succinate_fumarate","AA","succinate","fumarate",0.0006030245,0.000366228198659775,0.0008008609375,0.000202068193540087
2,"Citrobacter","succinate_glutamine","AA","succinate","glutamine",0.0027599965,0.00170408556516296,0.0011726278875,0.000250206558080647
2,"Citrobacter","succinate_glycerol","SA","succinate","glycerol",0.02300770025,0.0114240177742589,0.008292115125,0.0028076856045708
2,"Citrobacter","succinate_glycine","AA","succinate","glycine",0.000463865,0.000463865,0.00104754808333333,0.000220916483755653
2,"Citrobacter","succinate_ribose","SA","succinate","ribose",0.00271360975,0.000861486678513407,0.002632206125,0.000195982180307672
2,"Clostridium_sensu_stricto_3","glucose_benzoate","SA","glucose","benzoate",0.000556638,0,0,0
2,"Clostridium_sensu_stricto_3","glucose_fumarate","SA","glucose","fumarate",0.0004174785,5.98847139962835e-05,0.0006605489375,9.81770522159867e-05
2,"Clostridium_sensu_stricto_3","glucose_glycine","SA","glucose","glycine",0,0,0.00113403725,0.000382721716945072
2,"Clostridium_sensu_stricto_3","succinate_benzoate","AA","succinate","benzoate",0.00113646925,0.000315462305876728,0,0
2,"Clostridium_sensu_stricto_3","succinate_fumarate","AA","succinate","fumarate",0.001043696,0.000715991572615791,0.000635731625,9.54734356559839e-05
2,"Clostridium_sensu_stricto_3","succinate_glutamine","AA","succinate","glutamine",0.000185546,0,0,0
2,"Clostridium_sensu_stricto_3","succinate_glycine","AA","succinate","glycine",0,0,0.001080277675,0.000368964694229637
2,"Comamonadaceae","succinate_ribose","SA","succinate","ribose",0.000371092,0,0,0
2,"Comamonadaceae.1","glucose_benzoate","SA","glucose","benzoate",6.957975e-05,6.957975e-05,0.00012210575,5.4620251411183e-05
2,"Comamonadaceae.1","glucose_fumarate","SA","glucose","fumarate",0.00187865275,0.000820551427737406,0.0010404724375,0.000248959406057476
2,"Comamonadaceae.1","glucose_glutamine","SA","glucose","glutamine",0.00025512575,0.00025512575,0.001751688625,0.000458270919040863
2,"Comamonadaceae.1","succinate_benzoate","AA","succinate","benzoate",0.01725577525,0.0171015030862979,0.0001458619375,5.38410691148393e-05
2,"Comamonadaceae.1","succinate_cellobiose","SA","succinate","cellobiose",0,0,8.7589425e-05,1.62812832642015e-06
2,"Comamonadaceae.1","succinate_fructose","SA","succinate","fructose",0,0,8.7220075e-05,1.86377427611062e-06
2,"Comamonadaceae.1","succinate_fumarate","AA","succinate","fumarate",0.0028759625,0.00138176730865925,0.001019876075,0.000241500532822419
2,"Comamonadaceae.1","succinate_glutamine","AA","succinate","glutamine",0.00171630025,0.00120277347505549,0.00169796004375,0.000442526807930406
2,"Comamonadaceae.1","succinate_glycerol","SA","succinate","glycerol",0,0,9.4125625e-05,7.49016956166547e-07
2,"Comamonadaceae.1","succinate_glycine","AA","succinate","glycine",0.010854439,0.00642839348452815,2.54363166666667e-05,1.32904836615472e-05
2,"Comamonadaceae.1","succinate_ribose","SA","succinate","ribose",0,0,8.868245e-05,7.0218105986514e-07
2,"Comamonadaceae.9","glucose_cellobiose","SS","glucose","cellobiose",0.000371092,0,0,0
2,"Comamonadaceae.9","glucose_fructose","SS","glucose","fructose",0.008813434,0,0,0
2,"Comamonadaceae.9","glucose_fumarate","SA","glucose","fumarate",0.000556638,0,0,0
2,"Comamonadaceae.9","succinate_fumarate","AA","succinate","fumarate",0.036181464,0,0,0
2,"Comamonas","glucose_benzoate","SA","glucose","benzoate",0,0,0.000316522758333333,7.44180800868549e-05
2,"Comamonas","glucose_fructose","SS","glucose","fructose",0,0,0.0001202455875,9.79174987079935e-06
2,"Comamonas","glucose_fumarate","SA","glucose","fumarate",0,0,0.00110091875,0.000167576920159323
2,"Comamonas","glucose_glutamine","SA","glucose","glutamine",9.2773e-05,9.2773e-05,0.01282588375,0.00476539389319165
2,"Comamonas","glucose_glycine","SA","glucose","glycine",0.000216470333333333,0.000216470333333333,0.000614935916666667,0.000149179673263254
2,"Comamonas","succinate_benzoate","AA","succinate","benzoate",0.006099824,0.00320623741281202,0.00386478903125,0.000896120825295405
2,"Comamonas","succinate_cellobiose","SA","succinate","cellobiose",2.32e-05,2.32e-05,0.00269847725,0.000641642656180659
2,"Comamonas","succinate_fructose","SA","succinate","fructose",9.2773e-05,9.2773e-05,0.0027451073625,0.000639602343329801
2,"Comamonas","succinate_fumarate","AA","succinate","fumarate",0.001507561,0.00124489623159704,0.00328310570625,0.000539540229921593
2,"Comamonas","succinate_glutamine","AA","succinate","glutamine",0.00071899075,0.000418979069407883,0.014952322625,0.00463585491368152
2,"Comamonas","succinate_glycerol","SA","succinate","glycerol",0.00011596625,0.00011596625,0.00288927675,0.000689058255908221
2,"Comamonas","succinate_glycine","AA","succinate","glycine",0.00507159,0.00417833340187608,0.00369571175,0.000877842110085467
2,"Comamonas","succinate_ribose","SA","succinate","ribose",0.0001391595,0.0001391595,0.00273053,0.000649087775706266
2,"Cronobacter","glucose_ribose","SS","glucose","ribose",0,0,0.000460737875,8.89277404782248e-06
2,"Cronobacter","succinate_ribose","SA","succinate","ribose",0,0,0.000440563875,1.78418347735611e-05
2,"Delftia","glucose_benzoate","SA","glucose","benzoate",0.00185546,0,0,0
2,"Delftia","glucose_fructose","SS","glucose","fructose",0.00092773,0,0,0
2,"Delftia","glucose_fumarate","SA","glucose","fumarate",0.0006957975,0.000578747886248336,0.0015619100625,0.000400891337740784
2,"Delftia","glucose_glutamine","SA","glucose","glutamine",0.000185546,0,0,0
2,"Delftia","glucose_glycine","SA","glucose","glycine",0.000463865,0.000185546,0,0
2,"Delftia","glucose_ribose","SS","glucose","ribose",9.28e-05,0,0,0
2,"Delftia","succinate_benzoate","AA","succinate","benzoate",4.63865e-05,4.63865e-05,4.5232e-05,2.04429288449168e-05
2,"Delftia","succinate_cellobiose","SA","succinate","cellobiose",6.957975e-05,6.957975e-05,3.2999e-05,1.47677106375701e-05
2,"Delftia","succinate_fructose","SA","succinate","fructose",6.957975e-05,6.957975e-05,3.28603125e-05,1.47088851619009e-05
2,"Delftia","succinate_fumarate","AA","succinate","fumarate",0.00148436775,0.000910562534677088,0.0015316335,0.000389221362677526
2,"Delftia","succinate_glutamine","AA","succinate","glutamine",9.2773e-05,9.2773e-05,3.291e-05,1.47198379783316e-05
2,"Delftia","succinate_glycerol","SA","succinate","glycerol",0.00011596625,0.00011596625,3.54505e-05,1.58559353729132e-05
2,"Delftia","succinate_glycine","AA","succinate","glycine",0,0,0.000153225666666667,2.98858301615405e-06
2,"Delftia","succinate_ribose","SA","succinate","ribose",0.00016235275,0.000109607023273583,3.3409125e-05,1.49428722648612e-05
2,"Devosia","succinate_fumarate","AA","succinate","fumarate",0.001577141,0.000834957,0,0
2,"Elizabethkingia","glucose_benzoate","SA","glucose","benzoate",0.00092773,0.000649411,0,0
2,"Elizabethkingia","glucose_fumarate","SA","glucose","fumarate",9.28e-05,0,0,0
2,"Elizabethkingia","glucose_glutamine","SA","glucose","glutamine",0.000278319,0,0,0
2,"Elizabethkingia","glucose_glycine","SA","glucose","glycine",0.000278319,0,0,0
2,"Elizabethkingia","succinate_benzoate","AA","succinate","benzoate",0.000185546,0,0,0
2,"Empedobacter","glucose_benzoate","SA","glucose","benzoate",0,0,0.016684562,0.00625601880299479
2,"Empedobacter","succinate_benzoate","AA","succinate","benzoate",6.957975e-05,6.957975e-05,0.0079196127625,0.00355186119785159
2,"Empedobacter","succinate_fumarate","AA","succinate","fumarate",0.000139173,4.6373e-05,0,0
2,"Empedobacter","succinate_glutamine","AA","succinate","glutamine",0.000231946,0.000139146,0,0
2,"Empedobacter","succinate_glycine","AA","succinate","glycine",0.000278319,0,0,0
2,"Ensifer","succinate_fumarate","AA","succinate","fumarate",0.000834957,0,0,0
2,"Enterobacter","glucose_benzoate","SA","glucose","benzoate",0.164672047,0,0,0
2,"Enterobacteriaceae.14","glucose_ribose","SS","glucose","ribose",0,0,0.00014608525,1.26270888535983e-06
2,"Enterobacteriaceae.14","succinate_ribose","SA","succinate","ribose",0,0,0.0001397105,7.66136678950521e-06
2,"Enterobacteriaceae.16","glucose_fructose","SS","glucose","fructose",0.00034789875,0.00034789875,0.0002970649375,0.000132868707418842
2,"Enterobacteriaceae.16","succinate_fructose","SA","succinate","fructose",0,0,0.00113914875,5.88637191844787e-05
2,"Enterobacteriaceae.6","glucose_benzoate","SA","glucose","benzoate",0.085072827,0,0,0
2,"Enterobacteriaceae.8","glucose_benzoate","SA","glucose","benzoate",0.14423879775,0.0902170042444207,0.1980679800625,0.0585269752612766
2,"Enterobacteriaceae.8","glucose_cellobiose","SS","glucose","cellobiose",0.130021338,0.125122370295926,0.3436278529375,0.0627910760317962
2,"Enterobacteriaceae.8","glucose_fructose","SS","glucose","fructose",0.048613044,0.0210986993346699,0.19878708275,0.0481183111105137
2,"Enterobacteriaceae.8","glucose_fumarate","SA","glucose","fumarate",0.37329529625,0.0235239854251578,0.139256170125,0.0361624918593128
2,"Enterobacteriaceae.8","glucose_glutamine","SA","glucose","glutamine",0.02249744875,0.0173785577625515,0.1440344903125,0.0421430099990534
2,"Enterobacteriaceae.8","glucose_glycerol","SS","glucose","glycerol",0.0461313665,0.0388149974421877,0.343216963,0.0659447446884633
2,"Enterobacteriaceae.8","glucose_glycine","SA","glucose","glycine",0.0824751833333333,0.0415152973040273,0.167686761416667,0.0572299801699004
2,"Enterobacteriaceae.8","glucose_ribose","SS","glucose","ribose",0.05877168575,0.05877168575,0.146221689875,0.0427758668470648
2,"Enterobacteriaceae.8","succinate_benzoate","AA","succinate","benzoate",0.0154235085,0.00397200839403058,0.001310598125,0.000400638822838111
2,"Enterobacteriaceae.8","succinate_cellobiose","SA","succinate","cellobiose",0.1096344745,0.0736930801098692,0.1914891220625,0.044844178671396
2,"Enterobacteriaceae.8","succinate_fructose","SA","succinate","fructose",0.02147694625,0.00819318180740022,0.053649664875,0.0236917539683593
2,"Enterobacteriaceae.8","succinate_fumarate","AA","succinate","fumarate",0.00403562475,0.000784009422148248,0.0213530953125,0.00903562148177312
2,"Enterobacteriaceae.8","succinate_glutamine","AA","succinate","glutamine",0.00389646525,0.0027552170598583,0.0009531153125,0.000287569464822512
2,"Enterobacteriaceae.8","succinate_glycerol","SA","succinate","glycerol",0.16789590875,0.104596458167898,0.1804450236875,0.0462360686660049
2,"Enterobacteriaceae.8","succinate_glycine","AA","succinate","glycine",0.00507159,0.00258120915063232,0.00110961916666667,0.000391068071395502
2,"Enterobacteriaceae.8","succinate_ribose","SA","succinate","ribose",0.00967158375,0.00558546473936679,0.0009675884375,0.000291926071080362
2,"Enterococcus","succinate_glycine","AA","succinate","glycine",0.000185546,0,0,0
2,"Escherichia/Shigella","glucose_fructose","SS","glucose","fructose",0.00092773,0,0,0
2,"Flavobacteriaceae","glucose_benzoate","SA","glucose","benzoate",0,0,7.8190225e-05,8.25922258624665e-07
2,"Flavobacteriaceae","succinate_benzoate","AA","succinate","benzoate",0,0,7.4232575e-05,4.79852794222266e-06
2,"Flavobacterium","glucose_benzoate","SA","glucose","benzoate",0.00044067175,0.000263424681982464,0.0013596994375,0.000200778187258954
2,"Flavobacterium","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.00021685175,3.01478923540744e-06
2,"Flavobacterium","glucose_fructose","SS","glucose","fructose",2.32e-05,2.32e-05,0.000146712625,3.24310025259878e-05
2,"Flavobacterium","glucose_fumarate","SA","glucose","fumarate",0.000765384,0.000291836810347553,0.042205948125,0.0067382347889078
2,"Flavobacterium","glucose_glutamine","SA","glucose","glutamine",0.000301519,0.000121990587531033,0.0079455585625,0.00223291968117463
2,"Flavobacterium","glucose_glycerol","SS","glucose","glycerol",4.63865e-05,4.63865e-05,0.00011658925,3.01168957203289e-05
2,"Flavobacterium","glucose_glycine","SA","glucose","glycine",3.09333333333333e-05,3.09333333333333e-05,0.05552882875,0.000712688647303657
2,"Flavobacterium","glucose_ribose","SS","glucose","ribose",0,0,0.000219579125,1.82608876952804e-06
2,"Flavobacterium","succinate_benzoate","AA","succinate","benzoate",0.0843770295,0.0169754072519327,0.001434895375,0.000221318494287736
2,"Flavobacterium","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.000281390608333333,9.95738822667975e-05
2,"Flavobacterium","succinate_fructose","SA","succinate","fructose",0,0,0.0003043838,9.362905064203e-05
2,"Flavobacterium","succinate_fumarate","AA","succinate","fumarate",0.0851192135,0.0320902566560443,0.040730549125,0.00655795176689573
2,"Flavobacterium","succinate_glutamine","AA","succinate","glutamine",0.0033398275,0.00195411397299823,0.0077095355625,0.00215599865573604
2,"Flavobacterium","succinate_glycerol","SA","succinate","glycerol",2.32e-05,2.32e-05,0.0002265409125,8.62023308225895e-05
2,"Flavobacterium","succinate_glycine","AA","succinate","glycine",0.0368927236666667,0.0141527039042401,0.05295043975,0.00183734558851671
2,"Flavobacterium","succinate_ribose","SA","succinate","ribose",2.32e-05,2.32e-05,0.00021363858125,8.12197140408556e-05
2,"Gammaproteobacteria.2","glucose_fumarate","SA","glucose","fumarate",0.000463865,0,0,0
2,"Gammaproteobacteria.3","succinate_benzoate","AA","succinate","benzoate",0,0,0.000204815,1.09108928217019e-05
2,"Gammaproteobacteria.3","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.00016076875,2.3926010732743e-06
2,"Gammaproteobacteria.3","succinate_fructose","SA","succinate","fructose",0,0,0.00016021775,2.75387546241656e-06
2,"Gammaproteobacteria.3","succinate_fumarate","AA","succinate","fumarate",0,0,0.00013611225,3.30389639605017e-06
2,"Gammaproteobacteria.3","succinate_glutamine","AA","succinate","glutamine",0,0,0.00016044175,1.06983062327641e-06
2,"Gammaproteobacteria.3","succinate_glycerol","SA","succinate","glycerol",0,0,0.0001702465,1.06635848412561e-06
2,"Gammaproteobacteria.3","succinate_glycine","AA","succinate","glycine",0,0,0.000180905666666667,2.75827315140792e-06
2,"Gammaproteobacteria.3","succinate_ribose","SA","succinate","ribose",0,0,0.00016239175,1.0241103761314e-06
2,"Herbaspirillum","glucose_benzoate","SA","glucose","benzoate",0.000185546,0,0,0
2,"Herbaspirillum","glucose_cellobiose","SS","glucose","cellobiose",0.0002319325,4.63865e-05,0,0
2,"Herbaspirillum","glucose_fructose","SS","glucose","fructose",9.28e-05,0,0,0
2,"Herbaspirillum","glucose_fumarate","SA","glucose","fumarate",0.001484368,0.001113276,0,0
2,"Herbaspirillum","glucose_glutamine","SA","glucose","glutamine",0.0003711055,0.0002783055,0,0
2,"Herbaspirillum","succinate_cellobiose","SA","succinate","cellobiose",0.000278319,9.2773e-05,0,0
2,"Herbaspirillum","succinate_fructose","SA","succinate","fructose",0.0001855595,9.27595e-05,0,0
2,"Herbaspirillum","succinate_glutamine","AA","succinate","glutamine",0.000278319,0,0,0
2,"Klebsiella","glucose_benzoate","SA","glucose","benzoate",0.15762130075,0.0733155984288897,0.4283005820625,0.0589731015359981
2,"Klebsiella","glucose_cellobiose","SS","glucose","cellobiose",0.7117775305,0.131540038999578,0.552010285125,0.0649763408699827
2,"Klebsiella","glucose_fructose","SS","glucose","fructose",0.50083495675,0.182247093199151,0.4484689033125,0.0694959612439835
2,"Klebsiella","glucose_fumarate","SA","glucose","fumarate",0.02750719,0.0154321615208035,0.2590170719375,0.0342617511921942
2,"Klebsiella","glucose_glutamine","SA","glucose","glutamine",0.2987753965,0.181583617596309,0.311221401125,0.0414661183290895
2,"Klebsiella","glucose_glycerol","SS","glucose","glycerol",0.90486130425,0.0374012555189291,0.5699730771875,0.0614375067068154
2,"Klebsiella","glucose_glycine","SA","glucose","glycine",0.891764851333333,0.0388885322760057,0.367664756416667,0.0564604190107884
2,"Klebsiella","glucose_ribose","SS","glucose","ribose",0.86241766425,0.0684546135865353,0.755059312875,0.0424068063588463
2,"Klebsiella","succinate_benzoate","AA","succinate","benzoate",0.01280267175,0.00209408157682699,0.02765432275,0.00650485084517569
2,"Klebsiella","succinate_cellobiose","SA","succinate","cellobiose",0.4111698675,0.0894583277401958,0.2497128475,0.0484363735280103
2,"Klebsiella","succinate_fructose","SA","succinate","fructose",0.3656647185,0.161903958488442,0.1518250380625,0.0533725432549187
2,"Klebsiella","succinate_fumarate","AA","succinate","fumarate",0.00793209,0.0018591283508134,0.0208231324375,0.00401320710622907
2,"Klebsiella","succinate_glutamine","AA","succinate","glutamine",0.0326328975,0.00723999628434251,0.0201603366875,0.00456352598937084
2,"Klebsiella","succinate_glycerol","SA","succinate","glycerol",0.411610539,0.215893892369575,0.2455982131875,0.0417790555412706
2,"Klebsiella","succinate_glycine","AA","succinate","glycine",0.0443764106666667,0.0228338631426132,0.0284046255,0.00662379647177503
2,"Klebsiella","succinate_ribose","SA","succinate","ribose",0.54715186925,0.0938095780402394,0.44030229625,0.013885756499875
2,"Lachnoclostridium","glucose_benzoate","SA","glucose","benzoate",0.0027831895,0.0022265515,0,0
2,"Lachnoclostridium","glucose_cellobiose","SS","glucose","cellobiose",2.32e-05,2.32e-05,0.0026002740625,0.00116305963304021
2,"Lachnoclostridium","glucose_fructose","SS","glucose","fructose",0,0,0.000671625,5.40849389078573e-06
2,"Lachnoclostridium","glucose_fumarate","SA","glucose","fumarate",0.010251415,0.00449949,0,0
2,"Lachnoclostridium","glucose_glutamine","SA","glucose","glutamine",0.0070971335,0.0055199925,0,0
2,"Lachnoclostridium","glucose_glycerol","SS","glucose","glycerol",0.000371092,0,0,0
2,"Lachnoclostridium","glucose_glycine","SA","glucose","glycine",0.00148436766666667,0.00148436766666667,8.220575e-05,3.50607916605648e-05
2,"Lachnoclostridium","glucose_ribose","SS","glucose","ribose",0.0003247055,0.0001391595,0,0
