,Family,ESV,Class,Resource,c_ia,Treatment
132,F0,S12,T0,R3,0.2367932055435527,Symmetric
133,F0,S13,T0,R3,0.6202041159234418,Symmetric
134,F0,S14,T0,R3,1.197543503137001,Symmetric
135,F0,S15,T0,R3,1.4643877737671165,Symmetric
136,F0,S16,T0,R3,0.8126028856526326,Symmetric
137,F0,S17,T0,R3,0.2927020361170449,Symmetric
138,F0,S18,T0,R3,0.6078455606151525,Symmetric
139,F0,S19,T0,R3,0.4404300829433122,Symmetric
140,F1,S20,T0,R3,0.0002435120490745433,Symmetric
141,F1,S21,T0,R3,0.005894248065488526,Symmetric
142,F1,S22,T0,R3,0.0029038502032595667,Symmetric
143,F1,S23,T0,R3,2.229172632463571e-10,Symmetric
144,F1,S24,T0,R3,2.538571087232304e-23,Symmetric
145,F1,S25,T0,R3,0.05664931632426565,Symmetric
146,F1,S26,T0,R3,5.355013726781562e-27,Symmetric
147,F1,S27,T0,R3,5.258802326845229e-09,Symmetric
148,F1,S28,T0,R3,6.826822290139522e-06,Symmetric
149,F1,S29,T0,R3,0.00032406381402701884,Symmetric
150,F1,S30,T0,R3,0.002775998499172452,Symmetric
151,F1,S31,T0,R3,2.337584616032966e-08,Symmetric
152,F1,S32,T0,R3,5.117431661470891e-31,Symmetric
153,F1,S33,T0,R3,2.8981634693339157e-08,Symmetric
154,F1,S34,T0,R3,6.732666108919293e-23,Symmetric
155,F1,S35,T0,R3,1.5939318817019362e-19,Symmetric
156,F1,S36,T0,R3,6.177658574657214e-06,Symmetric
157,F1,S37,T0,R3,1.5179957546821143e-07,Symmetric
158,F1,S38,T0,R3,8.27726598182015e-05,Symmetric
159,F1,S39,T0,R3,1.0330136055500726e-08,Symmetric
160,F0,S0,T0,R4,0.06015013096677812,Symmetric
161,F0,S1,T0,R4,0.6597749257948584,Symmetric
162,F0,S2,T0,R4,0.25580090778285075,Symmetric
163,F0,S3,T0,R4,0.8902578124117257,Symmetric
164,F0,S4,T0,R4,1.4974587524165646,Symmetric
165,F0,S5,T0,R4,0.14209782652630176,Symmetric
166,F0,S6,T0,R4,0.8246903364779529,Symmetric
167,F0,S7,T0,R4,0.45652970708723667,Symmetric
168,F0,S8,T0,R4,0.35323239869572154,Symmetric
169,F0,S9,T0,R4,0.20583128410225002,Symmetric
170,F0,S10,T0,R4,0.9955094425959563,Symmetric
171,F0,S11,T0,R4,0.30953979209628907,Symmetric
172,F0,S12,T0,R4,1.6334051277716186,Symmetric
173,F0,S13,T0,R4,2.6854874606968018,Symmetric
174,F0,S14,T0,R4,0.05087679530984077,Symmetric
175,F0,S15,T0,R4,1.8516749377239416,Symmetric
176,F0,S16,T0,R4,2.99888148202214,Symmetric
177,F0,S17,T0,R4,0.08403763713490163,Symmetric
178,F0,S18,T0,R4,0.3232035749974954,Symmetric
179,F0,S19,T0,R4,0.19959227312142777,Symmetric
180,F1,S20,T0,R4,3.6014041485518637e-13,Symmetric
181,F1,S21,T0,R4,0.0002905147413763422,Symmetric
182,F1,S22,T0,R4,1.0356834452314902e-08,Symmetric
183,F1,S23,T0,R4,1.0378392664389994e-10,Symmetric
184,F1,S24,T0,R4,3.907044390843372e-20,Symmetric
185,F1,S25,T0,R4,1.0442999211064323e-23,Symmetric
186,F1,S26,T0,R4,2.8552670578781365e-14,Symmetric
187,F1,S27,T0,R4,0.02035049086812193,Symmetric
188,F1,S28,T0,R4,2.066916996328963e-12,Symmetric
189,F1,S29,T0,R4,2.73116732822588e-11,Symmetric
190,F1,S30,T0,R4,1.081836873675227e-22,Symmetric
191,F1,S31,T0,R4,1.9021621250496645e-08,Symmetric
192,F1,S32,T0,R4,6.934421394340217e-05,Symmetric
193,F1,S33,T0,R4,3.1128767699287173e-15,Symmetric
194,F1,S34,T0,R4,2.3025607202504288e-09,Symmetric
195,F1,S35,T0,R4,0.0003679722901292201,Symmetric
196,F1,S36,T0,R4,0.0031340875214591235,Symmetric
197,F1,S37,T0,R4,1.3288613305356136e-07,Symmetric
198,F1,S38,T0,R4,2.717450143040021e-15,Symmetric
199,F1,S39,T0,R4,8.233811647971749e-14,Symmetric
200,F0,S0,T0,R5,1.8083350949559498,Symmetric
201,F0,S1,T0,R5,1.024724843800037,Symmetric
202,F0,S2,T0,R5,0.5009425484010258,Symmetric
203,F0,S3,T0,R5,0.4054297230115014,Symmetric
204,F0,S4,T0,R5,0.5833860440170314,Symmetric
205,F0,S5,T0,R5,0.009761785788172977,Symmetric
206,F0,S6,T0,R5,0.10896828043055182,Symmetric
207,F0,S7,T0,R5,0.2853925271795697,Symmetric
208,F0,S8,T0,R5,1.9153778090469964,Symmetric
209,F0,S9,T0,R5,0.3079395603491805,Symmetric
210,F0,S10,T0,R5,0.4090502138749143,Symmetric
211,F0,S11,T0,R5,0.4280031333935026,Symmetric
212,F0,S12,T0,R5,0.16408929891408264,Symmetric
213,F0,S13,T0,R5,1.3746655424653313,Symmetric
214,F0,S14,T0,R5,1.284451551306416,Symmetric
215,F0,S15,T0,R5,3.1432245132562002,Symmetric
216,F0,S16,T0,R5,1.9993099979863405,Symmetric
217,F0,S17,T0,R5,2.888407297745545,Symmetric
218,F0,S18,T0,R5,5.486292882112984,Symmetric
219,F0,S19,T0,R5,1.2676835966157118,Symmetric
220,F1,S20,T0,R5,3.383189552677414e-11,Symmetric
221,F1,S21,T0,R5,9.563476781695657e-08,Symmetric
222,F1,S22,T0,R5,0.04063486231929198,Symmetric
223,F1,S23,T0,R5,0.26431754793939843,Symmetric
224,F1,S24,T0,R5,2.9214670285250217e-07,Symmetric
225,F1,S25,T0,R5,7.112709768725176e-06,Symmetric
226,F1,S26,T0,R5,1.6762525798046302e-08,Symmetric
227,F1,S27,T0,R5,0.3487611316114535,Symmetric
228,F1,S28,T0,R5,1.2612182654833443e-05,Symmetric
229,F1,S29,T0,R5,1.0875218090240925e-08,Symmetric
230,F1,S30,T0,R5,2.962496949860118e-07,Symmetric
231,F1,S31,T0,R5,6.424528229081636e-08,Symmetric
232,F1,S32,T0,R5,2.5291256634894347e-14,Symmetric
233,F1,S33,T0,R5,2.1578719456338774e-18,Symmetric
234,F1,S34,T0,R5,0.0010674468634692812,Symmetric
235,F1,S35,T0,R5,0.00020938364849847364,Symmetric
236,F1,S36,T0,R5,0.0008479464647765656,Symmetric
237,F1,S37,T0,R5,4.856933125236472e-08,Symmetric
238,F1,S38,T0,R5,0.3661292867158183,Symmetric
239,F1,S39,T0,R5,1.4593287854052457e-09,Symmetric
240,F0,S0,T0,R6,1.534415777910341,Symmetric
241,F0,S1,T0,R6,0.45388849213435956,Symmetric
242,F0,S2,T0,R6,2.727557891807903,Symmetric
243,F0,S3,T0,R6,2.303226301579908,Symmetric
244,F0,S4,T0,R6,3.294987461271939,Symmetric
245,F0,S5,T0,R6,0.501111084097265,Symmetric
246,F0,S6,T0,R6,1.5371733385543767,Symmetric
247,F0,S7,T0,R6,0.17292171127497502,Symmetric
248,F0,S8,T0,R6,1.7366832433678343,Symmetric
249,F0,S9,T0,R6,1.1936270963773858,Symmetric
250,F0,S10,T0,R6,0.7609708585807207,Symmetric
251,F0,S11,T0,R6,1.2031179160880985,Symmetric
252,F0,S12,T0,R6,0.06544732471534521,Symmetric
253,F0,S13,T0,R6,1.6732297660374018,Symmetric
254,F0,S14,T0,R6,0.5905607272773127,Symmetric
255,F0,S15,T0,R6,0.6965251244449757,Symmetric
256,F0,S16,T0,R6,2.038984468922336,Symmetric
257,F0,S17,T0,R6,0.2707849395293802,Symmetric
258,F0,S18,T0,R6,0.44911985944971256,Symmetric
259,F0,S19,T0,R6,0.23208668488996745,Symmetric
260,F1,S20,T0,R6,2.950321588632734e-10,Symmetric
261,F1,S21,T0,R6,3.499857704638084e-13,Symmetric
262,F1,S22,T0,R6,1.5393297735824657e-18,Symmetric
263,F1,S23,T0,R6,5.6805563232558055e-05,Symmetric
264,F1,S24,T0,R6,5.6559127206250184e-05,Symmetric
265,F1,S25,T0,R6,0.004070072253078993,Symmetric
266,F1,S26,T0,R6,0.007515192114616446,Symmetric
267,F1,S27,T0,R6,0.007926700672807574,Symmetric
268,F1,S28,T0,R6,3.229707744805451e-06,Symmetric
269,F1,S29,T0,R6,0.00012805690976570587,Symmetric
270,F1,S30,T0,R6,0.006267791083427637,Symmetric
271,F1,S31,T0,R6,4.523107292123991e-05,Symmetric
272,F1,S32,T0,R6,0.0049174710472601624,Symmetric
273,F1,S33,T0,R6,6.701394974936501e-05,Symmetric
274,F1,S34,T0,R6,7.504717617344552e-17,Symmetric
275,F1,S35,T0,R6,0.029597933703034447,Symmetric
276,F1,S36,T0,R6,0.5027347599216718,Symmetric
277,F1,S37,T0,R6,1.0211187688125534e-16,Symmetric
278,F1,S38,T0,R6,5.226533771037443e-16,Symmetric
279,F1,S39,T0,R6,1.2136976091082562e-08,Symmetric
280,F0,S0,T0,R7,0.8365871455620411,Symmetric
281,F0,S1,T0,R7,0.04051266513921147,Symmetric
282,F0,S2,T0,R7,1.5886504634994982,Symmetric
283,F0,S3,T0,R7,0.4479140319609877,Symmetric
284,F0,S4,T0,R7,3.9206713985812134,Symmetric
285,F0,S5,T0,R7,4.095467036365827,Symmetric
286,F0,S6,T0,R7,0.24365719401820404,Symmetric
287,F0,S7,T0,R7,0.7058274971555129,Symmetric
288,F0,S8,T0,R7,0.3035145649267624,Symmetric
289,F0,S9,T0,R7,0.3540645416663627,Symmetric
290,F0,S10,T0,R7,1.920753622985915,Symmetric
291,F0,S11,T0,R7,0.16414095398010628,Symmetric
292,F0,S12,T0,R7,1.948703060926994,Symmetric
293,F0,S13,T0,R7,0.35476253930117335,Symmetric
294,F0,S14,T0,R7,1.3764646397237228,Symmetric
295,F0,S15,T0,R7,0.10478424927785422,Symmetric
296,F0,S16,T0,R7,0.23365391873986502,Symmetric
297,F0,S17,T0,R7,0.05204787766340183,Symmetric
298,F0,S18,T0,R7,0.03565958858131017,Symmetric
299,F0,S19,T0,R7,1.00139817427398,Symmetric
300,F1,S20,T0,R7,0.161962790569209,Symmetric
301,F1,S21,T0,R7,5.366987867471238e-23,Symmetric
302,F1,S22,T0,R7,0.036549227881312096,Symmetric
303,F1,S23,T0,R7,1.1478213985582858e-15,Symmetric
304,F1,S24,T0,R7,0.07132550276627063,Symmetric
305,F1,S25,T0,R7,1.1649790356057381e-07,Symmetric
306,F1,S26,T0,R7,0.08234268146999624,Symmetric
307,F1,S27,T0,R7,0.09090521229592,Symmetric
308,F1,S28,T0,R7,0.0015386184050557878,Symmetric
309,F1,S29,T0,R7,1.3794612130393524e-05,Symmetric
310,F1,S30,T0,R7,5.089851019273356e-07,Symmetric
311,F1,S31,T0,R7,1.2405610166620502e-20,Symmetric
312,F1,S32,T0,R7,0.0011791291570264837,Symmetric
313,F1,S33,T0,R7,7.090498368815999e-38,Symmetric
314,F1,S34,T0,R7,7.852305172646088e-11,Symmetric
315,F1,S35,T0,R7,2.7831061749907754e-05,Symmetric
316,F1,S36,T0,R7,0.2177711377689436,Symmetric
317,F1,S37,T0,R7,0.0021433331900120416,Symmetric
318,F1,S38,T0,R7,0.018094352839518477,Symmetric
319,F1,S39,T0,R7,0.0002812053948724959,Symmetric
320,F0,S0,T0,R8,0.20028058464397497,Symmetric
321,F0,S1,T0,R8,1.1822063696258402,Symmetric
322,F0,S2,T0,R8,0.519548741924256,Symmetric
323,F0,S3,T0,R8,0.4153604747800042,Symmetric
324,F0,S4,T0,R8,1.8596877147741333,Symmetric
325,F0,S5,T0,R8,0.05594867897843137,Symmetric
326,F0,S6,T0,R8,1.5794159627218336,Symmetric
327,F0,S7,T0,R8,0.573449307414812,Symmetric
328,F0,S8,T0,R8,0.393180957941011,Symmetric
329,F0,S9,T0,R8,0.21070772429977117,Symmetric
330,F0,S10,T0,R8,0.44094099044274887,Symmetric
331,F0,S11,T0,R8,0.7618343054397143,Symmetric
332,F0,S12,T0,R8,0.5103329080436149,Symmetric
333,F0,S13,T0,R8,0.030051008931791547,Symmetric
334,F0,S14,T0,R8,0.022758841986858458,Symmetric
335,F0,S15,T0,R8,0.30934338131594535,Symmetric
336,F0,S16,T0,R8,0.7878672308109619,Symmetric
337,F0,S17,T0,R8,0.6312270020081066,Symmetric
338,F0,S18,T0,R8,1.0215375661464767,Symmetric
339,F0,S19,T0,R8,0.7416189316241755,Symmetric
340,F1,S20,T0,R8,3.721966203656425e-07,Symmetric
341,F1,S21,T0,R8,6.598929568322228e-17,Symmetric
342,F1,S22,T0,R8,0.0215286848533812,Symmetric
343,F1,S23,T0,R8,5.3630176923393524e-08,Symmetric
344,F1,S24,T0,R8,0.08184412131685745,Symmetric
345,F1,S25,T0,R8,2.950143100252884e-15,Symmetric
346,F1,S26,T0,R8,2.2098250169914185e-08,Symmetric
347,F1,S27,T0,R8,3.7257834359090936e-21,Symmetric
348,F1,S28,T0,R8,3.3880259378945083e-13,Symmetric
349,F1,S29,T0,R8,1.5975557240989576e-07,Symmetric
350,F1,S30,T0,R8,5.430704841332385e-16,Symmetric
351,F1,S31,T0,R8,6.171876291831727e-07,Symmetric
352,F1,S32,T0,R8,0.012094250612068086,Symmetric
353,F1,S33,T0,R8,0.41431023249041193,Symmetric
354,F1,S34,T0,R8,0.002255504909331835,Symmetric
355,F1,S35,T0,R8,0.1543266969266955,Symmetric
356,F1,S36,T0,R8,0.0008092949873747629,Symmetric
357,F1,S37,T0,R8,0.0005400925712138165,Symmetric
358,F1,S38,T0,R8,0.00024238243799738462,Symmetric
359,F1,S39,T0,R8,1.014850326203281,Symmetric
360,F0,S0,T0,R9,0.3037525407352683,Symmetric
361,F0,S1,T0,R9,0.9219172729128654,Symmetric
362,F0,S2,T0,R9,1.799373693560628,Symmetric
363,F0,S3,T0,R9,1.2196693899358555,Symmetric
364,F0,S4,T0,R9,0.22329548399669905,Symmetric
365,F0,S5,T0,R9,3.220198299225678,Symmetric
366,F0,S6,T0,R9,0.13009925677213943,Symmetric
367,F0,S7,T0,R9,2.107285646778016,Symmetric
368,F0,S8,T0,R9,0.44972684833494764,Symmetric
369,F0,S9,T0,R9,0.6856105706813654,Symmetric
370,F0,S10,T0,R9,0.8044622503508111,Symmetric
371,F0,S11,T0,R9,3.1249964159182686,Symmetric
372,F0,S12,T0,R9,2.96587494888255,Symmetric
373,F0,S13,T0,R9,0.06947544301407133,Symmetric
374,F0,S14,T0,R9,1.006017718775929,Symmetric
375,F0,S15,T0,R9,0.6442961790898933,Symmetric
376,F0,S16,T0,R9,0.7275940307572321,Symmetric
377,F0,S17,T0,R9,1.0900217906164138,Symmetric
378,F0,S18,T0,R9,2.241363669638581,Symmetric
379,F0,S19,T0,R9,0.0423504820330897,Symmetric
380,F1,S20,T0,R9,2.237808527611335e-25,Symmetric
381,F1,S21,T0,R9,1.2769991653234847,Symmetric
382,F1,S22,T0,R9,0.002850172394165315,Symmetric
383,F1,S23,T0,R9,4.957073061168593e-13,Symmetric
384,F1,S24,T0,R9,3.484513155926735e-09,Symmetric
385,F1,S25,T0,R9,9.701894491653684e-06,Symmetric
386,F1,S26,T0,R9,1.1263979026954138e-16,Symmetric
387,F1,S27,T0,R9,0.009455394559249894,Symmetric
388,F1,S28,T0,R9,1.8711425227018166e-05,Symmetric
389,F1,S29,T0,R9,0.21348595555528752,Symmetric
390,F1,S30,T0,R9,1.4565814165281984e-18,Symmetric
391,F1,S31,T0,R9,0.8685447278067817,Symmetric
392,F1,S32,T0,R9,3.5733481536979847e-09,Symmetric
393,F1,S33,T0,R9,0.9114061808851852,Symmetric
394,F1,S34,T0,R9,0.00018239865107604918,Symmetric
395,F1,S35,T0,R9,7.582058003116516e-07,Symmetric
396,F1,S36,T0,R9,8.415411363031179e-23,Symmetric
397,F1,S37,T0,R9,1.0599853901804703,Symmetric
398,F1,S38,T0,R9,0.010963686199722308,Symmetric
399,F1,S39,T0,R9,9.240065858038417e-05,Symmetric
400,F0,S0,T1,R10,0.5967253775921774,Symmetric
401,F0,S1,T1,R10,5.5809946127325886e-05,Symmetric
402,F0,S2,T1,R10,1.4784027609948933e-05,Symmetric
403,F0,S3,T1,R10,2.1209149284464425e-06,Symmetric
404,F0,S4,T1,R10,2.925944124138711e-05,Symmetric
405,F0,S5,T1,R10,0.003961708232698564,Symmetric
406,F0,S6,T1,R10,0.014513253707999163,Symmetric
407,F0,S7,T1,R10,2.1047608087863203e-19,Symmetric
408,F0,S8,T1,R10,2.7797451158857034e-08,Symmetric
409,F0,S9,T1,R10,1.1687304398026593e-11,Symmetric
410,F0,S10,T1,R10,1.2689966416522583e-05,Symmetric
411,F0,S11,T1,R10,8.895597073332596e-26,Symmetric
412,F0,S12,T1,R10,5.186358486678398e-08,Symmetric
413,F0,S13,T1,R10,6.934488072698906e-13,Symmetric
414,F0,S14,T1,R10,5.941484964071889e-16,Symmetric
415,F0,S15,T1,R10,6.580222887034683e-06,Symmetric
416,F0,S16,T1,R10,6.960296248443545e-06,Symmetric
417,F0,S17,T1,R10,1.9912246209449974e-07,Symmetric
418,F0,S18,T1,R10,2.8509657628434457e-05,Symmetric
419,F0,S19,T1,R10,1.065578451426943e-12,Symmetric
420,F1,S20,T1,R10,0.9617273380295749,Symmetric
421,F1,S21,T1,R10,0.41334114424987106,Symmetric
422,F1,S22,T1,R10,2.8967989826648988,Symmetric
423,F1,S23,T1,R10,1.0539162696182243,Symmetric
424,F1,S24,T1,R10,0.3826808886362926,Symmetric
425,F1,S25,T1,R10,2.0563438870650685,Symmetric
426,F1,S26,T1,R10,0.975940779131754,Symmetric
427,F1,S27,T1,R10,1.4772752414152104,Symmetric
428,F1,S28,T1,R10,0.2409514784127335,Symmetric
429,F1,S29,T1,R10,2.322236747219835,Symmetric
430,F1,S30,T1,R10,0.5168607066235122,Symmetric
431,F1,S31,T1,R10,4.616166932510355,Symmetric
432,F1,S32,T1,R10,0.23809286840471328,Symmetric
433,F1,S33,T1,R10,1.5541912519495467,Symmetric
434,F1,S34,T1,R10,0.059961876153530075,Symmetric
435,F1,S35,T1,R10,1.264153283729438,Symmetric
436,F1,S36,T1,R10,3.2814965019516227,Symmetric
437,F1,S37,T1,R10,0.05125916381390589,Symmetric
438,F1,S38,T1,R10,0.5283166804114866,Symmetric
439,F1,S39,T1,R10,2.6620636394256083,Symmetric
440,F0,S0,T1,R11,3.1147712498741514e-07,Symmetric
441,F0,S1,T1,R11,6.98397901070254e-10,Symmetric
442,F0,S2,T1,R11,2.09884013929065e-24,Symmetric
443,F0,S3,T1,R11,5.686679397344769e-12,Symmetric
444,F0,S4,T1,R11,0.00021350765333074667,Symmetric
445,F0,S5,T1,R11,0.00035862923440862626,Symmetric
446,F0,S6,T1,R11,0.004146162093934073,Symmetric
447,F0,S7,T1,R11,1.718181548970068e-12,Symmetric
448,F0,S8,T1,R11,1.0217521140812876e-05,Symmetric
449,F0,S9,T1,R11,4.639950583531362e-12,Symmetric
450,F0,S10,T1,R11,3.6071672556125538e-06,Symmetric
451,F0,S11,T1,R11,7.74498391577164e-09,Symmetric
452,F0,S12,T1,R11,3.723738595763792e-09,Symmetric
453,F0,S13,T1,R11,1.2236284361904985,Symmetric
454,F0,S14,T1,R11,0.16326883589655325,Symmetric
455,F0,S15,T1,R11,3.065926526397022e-23,Symmetric
456,F0,S16,T1,R11,0.16129048024130999,Symmetric
457,F0,S17,T1,R11,0.7688731806295424,Symmetric
458,F0,S18,T1,R11,0.013546083691455891,Symmetric
459,F0,S19,T1,R11,1.4247483644206146e-07,Symmetric
460,F1,S20,T1,R11,0.7361330646692678,Symmetric
461,F1,S21,T1,R11,1.572134401049946,Symmetric
462,F1,S22,T1,R11,1.7677205703889878,Symmetric
463,F1,S23,T1,R11,0.5303027259110996,Symmetric
464,F1,S24,T1,R11,0.3222088301557786,Symmetric
465,F1,S25,T1,R11,2.4442058663226613,Symmetric
466,F1,S26,T1,R11,4.241274258632345,Symmetric
467,F1,S27,T1,R11,1.5509807089644838,Symmetric
468,F1,S28,T1,R11,0.050854882874516845,Symmetric
469,F1,S29,T1,R11,0.26048700500808725,Symmetric
470,F1,S30,T1,R11,0.694557024543558,Symmetric
471,F1,S31,T1,R11,0.36517345990638417,Symmetric
472,F1,S32,T1,R11,0.9986555038903455,Symmetric
473,F1,S33,T1,R11,1.3226230784014437,Symmetric
474,F1,S34,T1,R11,1.0941144689020235,Symmetric
475,F1,S35,T1,R11,1.4637516692862234,Symmetric
476,F1,S36,T1,R11,0.38473589045763074,Symmetric
477,F1,S37,T1,R11,0.4020295426701095,Symmetric
478,F1,S38,T1,R11,0.09084221470726153,Symmetric
479,F1,S39,T1,R11,0.04854140192373183,Symmetric
480,F0,S0,T1,R12,0.44501617058737175,Symmetric
481,F0,S1,T1,R12,0.0014842001685923113,Symmetric
482,F0,S2,T1,R12,8.357942162094154e-20,Symmetric
483,F0,S3,T1,R12,0.011396686014462594,Symmetric
484,F0,S4,T1,R12,2.173923707900756e-28,Symmetric
485,F0,S5,T1,R12,7.021838091862509e-08,Symmetric
486,F0,S6,T1,R12,1.828961846976351e-14,Symmetric
487,F0,S7,T1,R12,0.09552927740815373,Symmetric
488,F0,S8,T1,R12,8.615568036886248e-12,Symmetric
489,F0,S9,T1,R12,1.3476355773700386e-17,Symmetric
490,F0,S10,T1,R12,0.0230717593548141,Symmetric
491,F0,S11,T1,R12,2.1872593552289342e-15,Symmetric
492,F0,S12,T1,R12,1.5836501774061146e-08,Symmetric
493,F0,S13,T1,R12,2.1293383186166968e-23,Symmetric
494,F0,S14,T1,R12,4.245113878550323e-09,Symmetric
495,F0,S15,T1,R12,5.391515617716014e-13,Symmetric
496,F0,S16,T1,R12,9.93185744324956e-13,Symmetric
497,F0,S17,T1,R12,3.0445219284906695e-16,Symmetric
498,F0,S18,T1,R12,0.0021489899727273245,Symmetric
499,F0,S19,T1,R12,0.01666264844880826,Symmetric
500,F1,S20,T1,R12,5.0335903661268215,Symmetric
501,F1,S21,T1,R12,0.5348943199052821,Symmetric
502,F1,S22,T1,R12,0.1659719989648822,Symmetric
503,F1,S23,T1,R12,0.7697007172186183,Symmetric
504,F1,S24,T1,R12,0.14592409582842186,Symmetric
505,F1,S25,T1,R12,0.7799325905223946,Symmetric
506,F1,S26,T1,R12,0.18775120299082682,Symmetric
507,F1,S27,T1,R12,0.5457477505860007,Symmetric
508,F1,S28,T1,R12,1.5326805752744876,Symmetric
509,F1,S29,T1,R12,0.5400176708350014,Symmetric
510,F1,S30,T1,R12,0.7954924819965269,Symmetric
511,F1,S31,T1,R12,1.151533297078422,Symmetric
512,F1,S32,T1,R12,0.4579557295595694,Symmetric
513,F1,S33,T1,R12,0.1212657517048178,Symmetric
514,F1,S34,T1,R12,1.326617277968924,Symmetric
515,F1,S35,T1,R12,1.5255623747467213,Symmetric
516,F1,S36,T1,R12,3.9371387729865615,Symmetric
517,F1,S37,T1,R12,2.550983438123239,Symmetric
518,F1,S38,T1,R12,0.19468040094806707,Symmetric
519,F1,S39,T1,R12,0.7633072980747657,Symmetric
520,F0,S0,T1,R13,1.745678520962055e-25,Symmetric
521,F0,S1,T1,R13,0.02968156100580899,Symmetric
522,F0,S2,T1,R13,7.746497052580628e-23,Symmetric
523,F0,S3,T1,R13,1.03808041658937e-18,Symmetric
524,F0,S4,T1,R13,2.405413610571469e-27,Symmetric
525,F0,S5,T1,R13,2.865437870629974e-23,Symmetric
526,F0,S6,T1,R13,0.0005490535126195892,Symmetric
527,F0,S7,T1,R13,2.0442698478884325e-10,Symmetric
528,F0,S8,T1,R13,7.353391279753186e-23,Symmetric
529,F0,S9,T1,R13,1.0284666414983073e-05,Symmetric
530,F0,S10,T1,R13,2.2853412368395846e-08,Symmetric
531,F0,S11,T1,R13,0.00016955010670900342,Symmetric
532,F0,S12,T1,R13,6.651784587227958e-07,Symmetric
533,F0,S13,T1,R13,0.487458597331715,Symmetric
534,F0,S14,T1,R13,0.0002488872857061299,Symmetric
535,F0,S15,T1,R13,7.023590752131992e-16,Symmetric
536,F0,S16,T1,R13,4.3709945677205216e-05,Symmetric
537,F0,S17,T1,R13,0.0004673415435915016,Symmetric
538,F0,S18,T1,R13,0.00032528151439056515,Symmetric
539,F0,S19,T1,R13,0.0001920453568936965,Symmetric
540,F1,S20,T1,R13,0.7077953649719039,Symmetric
541,F1,S21,T1,R13,0.35944159811693427,Symmetric
542,F1,S22,T1,R13,0.1784698242282942,Symmetric
543,F1,S23,T1,R13,0.9881746025444946,Symmetric
544,F1,S24,T1,R13,1.3268615609770074,Symmetric
545,F1,S25,T1,R13,0.3067821997777815,Symmetric
546,F1,S26,T1,R13,0.4800995218889632,Symmetric
547,F1,S27,T1,R13,0.10971160539945414,Symmetric
548,F1,S28,T1,R13,1.3503109486140379,Symmetric
549,F1,S29,T1,R13,0.14628823226445717,Symmetric
550,F1,S30,T1,R13,0.3707837267781018,Symmetric
551,F1,S31,T1,R13,1.818799762911058,Symmetric
552,F1,S32,T1,R13,1.116753500788378,Symmetric
553,F1,S33,T1,R13,2.267215141394216,Symmetric
554,F1,S34,T1,R13,0.39737854214599594,Symmetric
555,F1,S35,T1,R13,1.0139734202326722,Symmetric
556,F1,S36,T1,R13,0.18864686027501912,Symmetric
557,F1,S37,T1,R13,1.1107489800340433,Symmetric
558,F1,S38,T1,R13,0.3960080864266729,Symmetric
559,F1,S39,T1,R13,0.9849718312036483,Symmetric
560,F0,S0,T1,R14,3.1388739966947245e-07,Symmetric
561,F0,S1,T1,R14,0.0029100455010116775,Symmetric
562,F0,S2,T1,R14,2.0604717156555232e-05,Symmetric
563,F0,S3,T1,R14,0.002107995968191019,Symmetric
564,F0,S4,T1,R14,6.003072226170894e-05,Symmetric
565,F0,S5,T1,R14,3.762808368073921e-05,Symmetric
566,F0,S6,T1,R14,2.4555521804712473e-08,Symmetric
567,F0,S7,T1,R14,0.08139187740727442,Symmetric
568,F0,S8,T1,R14,0.0008892057497530623,Symmetric
569,F0,S9,T1,R14,1.889791201566653e-21,Symmetric
570,F0,S10,T1,R14,9.642531341693229e-17,Symmetric
571,F0,S11,T1,R14,5.1159882080212176e-06,Symmetric
572,F0,S12,T1,R14,0.01725677824106039,Symmetric
573,F0,S13,T1,R14,6.30449722605953e-06,Symmetric
574,F0,S14,T1,R14,0.00838220329154954,Symmetric
575,F0,S15,T1,R14,2.3760334058619523e-06,Symmetric
576,F0,S16,T1,R14,3.537519564944318e-13,Symmetric
577,F0,S17,T1,R14,1.8491772746701758e-06,Symmetric
578,F0,S18,T1,R14,0.011964651624285023,Symmetric
579,F0,S19,T1,R14,3.744760450940248e-05,Symmetric
580,F1,S20,T1,R14,1.0903234930292567,Symmetric
581,F1,S21,T1,R14,0.8111792622023996,Symmetric
582,F1,S22,T1,R14,0.9580734336905609,Symmetric
583,F1,S23,T1,R14,1.9865922594071388,Symmetric
584,F1,S24,T1,R14,0.1675511649646008,Symmetric
585,F1,S25,T1,R14,1.3921991786005716,Symmetric
586,F1,S26,T1,R14,0.7861701803155383,Symmetric
587,F1,S27,T1,R14,1.7058973083743239,Symmetric
588,F1,S28,T1,R14,0.37684325951366265,Symmetric
589,F1,S29,T1,R14,2.147772893513859,Symmetric
590,F1,S30,T1,R14,2.0908237735843986,Symmetric
591,F1,S31,T1,R14,2.3339801012601953,Symmetric
592,F1,S32,T1,R14,0.4122958782959401,Symmetric
593,F1,S33,T1,R14,0.026467651049671137,Symmetric
594,F1,S34,T1,R14,0.14886108653673819,Symmetric
595,F1,S35,T1,R14,1.3089755088593753,Symmetric
596,F1,S36,T1,R14,0.853339885499081,Symmetric
597,F1,S37,T1,R14,0.5483917697882662,Symmetric
598,F1,S38,T1,R14,2.845284692795025,Symmetric
599,F1,S39,T1,R14,1.300695074954728,Symmetric
600,F0,S0,T1,R15,5.2819254270129295e-09,Symmetric
